Gasto_Anual,Frecuencia_Compra,Antigüedad,Ticket_Promedio,Devoluciones
1.4132077724814125,-0.12910081593509873,0.1519277785335512,0.6627896088016176,1.3076018471337434
1.2120435104365146,-0.3956647906100327,0.9770940607955446,-1.6757281493818208,-0.6928917810261421
0.7683994487683861,0.5046351979750303,0.7407277111973275,-1.3744617320320354,-0.8421362459333295
0.4042614063365435,1.4380024343999578,0.4454931426175272,-1.6992395310737345,-0.5483631379301698
-0.9989791064388145,0.34256565906752573,0.08452893964404673,1.118733518739607,-0.9044610847558923
0.9122231388261286,0.5351444891464824,0.24078458125931884,-1.6183868281166653,-0.38815779939803574
-0.7637401774368584,-1.6518997823341675,-1.2551435381772686,0.03316024346146186,-0.08937776666510404
0.766806708336224,0.7079419027231512,0.9911878482178698,0.23021902816573733,1.7107531928757145
1.3894154425338379,1.029938651516547,0.78143567847901,-0.8413784073934581,-0.7272424404496561
0.10079794857094954,-1.099826604228233,-1.0952150280806716,0.16298739632770165,-0.6753851864092989
-1.7648179951191458,0.019006974931591588,0.15493935239910847,0.5894055840842443,-0.9855228067623517
-0.17492767070759171,0.10934947393630293,0.8204593788781094,1.439336646999057,1.3204149612421372
0.43598983333648356,0.23991307299022624,1.498837167891751,0.7670839232598139,1.4534645983879988
-0.6054441534991724,1.1128705251918165,-0.03515575397877654,0.94487307310898,1.4671976842256562
-0.38971626380584545,0.49209122350960366,0.912047646945066,0.7293576662395198,1.6009574304839684
0.06881625757845733,0.3736010964333077,0.7069693731132131,-0.945455846101695,-0.15111017662529433
-1.1013447018943077,0.49296172417134365,-0.03131846544157276,0.6175951617812933,-0.6196909948720898
0.4308413439844177,0.43598861253342003,0.6394245912821283,0.5396134016391875,1.6244339561590546
1.3172263274310254,0.45609826061380604,0.25587419992456356,-0.9197010775497451,-0.7527870717418839
0.2808076767732909,1.2213956393918404,1.0490765417622698,-1.2792584052083078,-0.46836392469249044
0.11291717994217128,-2.3064538617321424,-1.2293986944283442,-0.30479789678842106,-0.01822096852951523
0.20571482926340914,-1.9600603262042287,-1.3509818830317282,-0.13287728155344494,0.021559030799732162
0.60507680693379,1.3902955826400667,0.6448052547792177,-1.7523922161424785,-0.5506376602289331
0.4029556884166676,0.07258079047988367,1.0063255952918813,-1.135816572431542,-0.842789950907952
-0.949864357423588,-1.8470260428235146,-1.2538797000003647,-0.8340466224431077,-0.33854882039824563
-0.739112676027563,-0.18269908111563707,-0.3432348630136897,0.7007725147771148,-0.7002988964231776
0.5381560676408661,1.0800156712854108,0.5630147769868885,0.778551838174838,2.060656928024881
-1.3492585323019615,0.35239597050932425,0.08104684009857901,0.48501191277801453,-0.6464369397203439
-0.10274693890785273,-1.7801493433331104,-0.9933582581683312,0.3546711649494004,-0.46062526949824256
-0.3349795571944235,-0.5996141862981045,-1.0942374471247966,-0.6266867702250217,-0.009484322171465425
0.5579238801647624,0.6053754915936765,0.8161082483495881,-1.8610050124013158,-0.5588201104537294
0.43451961165390574,0.7251690736528305,1.345407516578496,1.2895401559956248,1.4494472144033586
0.8439218807911202,0.6795437972553813,-0.02104985465197173,-1.5740439049786847,-0.887397712566348
0.23409867896073475,0.5593443178965167,0.6819702121384745,-1.2936855612359917,-0.658230251320141
-0.19479472741558515,-2.510037010332319,-2.013481319569062,-0.13424251618849448,-0.3693788679269038
-1.2779201185968878,-0.03867710099280199,-0.5379266533265461,1.0614280900313096,-0.43017830606702406
-1.3864229127676266,-0.01761810801366615,0.14252908262265435,0.45260362803320636,-0.3801264410693
0.7743436768876777,0.8870580792983654,1.2902412890418509,0.45645897288558934,2.277156057145498
-1.0273155697620082,0.3771896935774162,-0.2482527268567148,0.8045854541175744,-0.18251682946433026
0.5895238640770005,0.9005776871936502,0.5479909818206216,0.7780041916295021,1.6574542890288817
-0.9913222392101122,-0.021725897521856153,0.14614774346965387,0.6972517650168776,-0.5961371070690427
0.03487829494534221,-1.3888883405650514,-1.3961350802641013,-0.49450301031865007,0.3416317206414461
-0.15831291131364778,1.3738748721840919,1.0133051725017366,1.2217536628199994,1.2843527335662321
-0.8749972710573648,0.743845195533659,0.5369866964912265,-0.09304124473239057,-0.9865622266312736
-0.7443291484553359,1.0467644111633634,-0.04629336279092874,0.4307793776625399,-0.6612289071568452
0.5077847081096982,0.5387052345880512,0.8305421080252807,1.0083788275748773,1.6428507795382359
0.21933810543273702,-1.4711835559904056,-1.6426797617146511,0.3096501970387838,-0.1138855059181341
-0.9899326489037459,0.3065310045101936,0.3596085133019645,0.5730124596065144,-0.5646912151134895
-0.5871471632322158,-0.9238077558481115,-1.1769164653820088,-0.3777374702714815,-0.1302316610016968
0.3807118330446121,0.36183190830812845,1.0822723463303494,0.8073723675404101,1.60742085748062
0.7673696038915607,0.23848495928221608,1.1096925992944289,0.9869773804411193,1.876212353003251
-0.0640939018059649,0.9241445255101927,0.6066837267551786,1.4630274765838422,1.547658153777142
-0.7313742029919745,-2.4948306476947164,-1.7703959634507649,-0.3941123555741414,0.023804562918428956
-1.1180728271376439,0.847864664690153,0.19826708413628083,0.7684571718243858,-0.7503212529206591
1.2405382292035163,1.114914587563357,1.1156321129852902,-0.5772492534766362,-0.5197164851145208
-0.8771589290675311,-0.2432726325146747,0.47019954972293654,0.8926214342031249,-0.9740531042280273
-1.4038500724351446,0.8375688761165775,0.1455514851313146,0.854505537804403,-0.9849030508620416
-0.369846737290324,0.32633268195541815,1.1497986831997413,0.7586524339010032,1.9690671989255368
0.471128171951007,0.05310929314650461,0.39032965839449985,-1.4968289814491762,-0.5971019679045534
0.3386909262010347,-1.2449279264009339,-1.5264974861520684,-0.3668808915689051,-0.7097821646798822
-0.5602048620341347,0.8186739886905248,-0.7076573197026975,0.609908568452119,-0.499247603748028
1.296837725616886,0.2627476554919273,1.0702443640956474,-1.4800551006435594,-0.17821757627785575
-0.4107623689366817,-1.3834069128876623,-1.7074687060606863,-0.582387044364309,-0.41160979878968773
0.06520755289751579,0.11720478295018799,1.0295005528936678,0.7250634899172929,1.5633852063605165
0.4240166857204204,0.6544095896991826,1.2863777426684067,1.0298989997655605,2.0741326824093647
-1.442119357356778,0.20338586473564468,-0.022018535271354372,0.6403570913626297,-0.7513057911090679
0.7444467522994928,0.8831260267360349,0.7090192638459608,-1.135653543899581,-1.3680299061589147
0.21237329337752242,-0.42660375478379825,0.6053804780174323,1.4273185421333077,1.7798193291849105
-2.172105522900902,-0.17844426251883652,0.17895080664354746,0.5470872143413196,-0.9065157116863999
0.2104129490645762,-1.218689602197143,-1.4440602408991632,-0.583123635043917,-0.4789025957567526
